PREV_EXTRACT_TS;CURR_EXTRACT_TS;CRUD_ACTION;DOMAIN;PAYLOAD
2021-07-01-11.00.00.123456;2021-07-01-12.00.00.123999;U;BS_GENERAL          ;{"TABLE":"POSTDISTRIKT ","DATA": {"POSTD_NR":"187","LANDE_KODE_CHA_2":"TT","POSTD_ADR":"TORSHAVN","POSTD_SAEK_NR":100,"OPDAT_TID":"1996-09-11-15.54.05.142262","USERID":"    U082"}}
2021-07-01-11.00.00.123456;2021-07-01-12.00.00.123999;U;BS_GENERAL          ;{"TABLE":"POSTDISTRIKT ","DATA": {"POSTD_NR":"188","LANDE_KODE_CHA_2":"TT","POSTD_ADR":"TORSHAVN","POSTD_SAEK_NR":100,"OPDAT_TID":"1996-09-11-15.54.05.142262","USERID":"    U082"}}
2021-07-01-11.00.00.123456;2021-07-01-12.00.00.123999;U;BS_GENERAL          ;{"TABLE":"POSTDISTRIKT ","DATA": {"POSTD_NR":"189","LANDE_KODE_CHA_2":"TT","POSTD_ADR":"TORSHAVN","POSTD_SAEK_NR":100,"OPDAT_TID":"1996-09-11-15.54.05.142262","USERID":"    U082"}}
2021-07-01-11.00.00.123456;2021-07-01-12.00.00.123999;U;BS_GENERAL          ;{"TABLE":"POSTDISTRIKT ","DATA": {"POSTD_NR":"190","LANDE_KODE_CHA_2":"TT","POSTD_ADR":"TORSHAVN","POSTD_SAEK_NR":100,"OPDAT_TID":"1996-09-11-15.54.05.142262","USERID":"    U082"}}
2021-07-01-11.00.00.123456;2021-07-01-12.00.00.123999;U;BS_GENERAL          ;{"TABLE":"POSTDISTRIKT ","DATA": {"POSTD_NR":"191","LANDE_KODE_CHA_2":"TT","POSTD_ADR":"TORSHAVN","POSTD_SAEK_NR":100,"OPDAT_TID":"1996-09-11-15.54.05.142262","USERID":"    U082"}}
2021-07-01-11.00.00.123456;2021-07-01-12.00.00.123999;U;BS_GENERAL          ;{"TABLE":"POSTDISTRIKT ","DATA": {"POSTD_NR":"192","LANDE_KODE_CHA_2":"TT","POSTD_ADR":"TORSHAVN","POSTD_SAEK_NR":100,"OPDAT_TID":"1996-09-11-15.54.05.142262","USERID":"    U082"}}
2021-07-01-11.00.00.123456;2021-07-01-12.00.00.123999;U;BS_GENERAL          ;{"TABLE":"POSTDISTRIKT ","DATA": {"POSTD_NR":"193","LANDE_KODE_CHA_2":"TT","POSTD_ADR":"TORSHAVN","POSTD_SAEK_NR":100,"OPDAT_TID":"1996-09-11-15.54.05.142262","USERID":"    U082"}}
2021-07-01-11.00.00.123456;2021-07-01-12.00.00.123999;U;BS_GENERAL          ;{"TABLE":"POSTDISTRIKT ","DATA": {"POSTD_NR":"194","LANDE_KODE_CHA_2":"TT","POSTD_ADR":"TORSHAVN","POSTD_SAEK_NR":100,"OPDAT_TID":"1996-09-11-15.54.05.142262","USERID":"    U082"}}
2021-07-01-11.00.00.123456;2021-07-01-12.00.00.123999;U;BS_GENERAL          ;{"TABLE":"POSTDISTRIKT ","DATA": {"POSTD_NR":"195","LANDE_KODE_CHA_2":"TT","POSTD_ADR":"TORSHAVN","POSTD_SAEK_NR":100,"OPDAT_TID":"1996-09-11-15.54.05.142262","USERID":"    U082"}}
2021-07-01-11.00.00.123456;2021-07-01-12.00.00.123999;U;BS_GENERAL          ;{"TABLE":"POSTDISTRIKT ","DATA": {"POSTD_NR":"196","LANDE_KODE_CHA_2":"TT","POSTD_ADR":"TORSHAVN","POSTD_SAEK_NR":100,"OPDAT_TID":"1996-09-11-15.54.05.142262","USERID":"    U082"}}
2021-07-01-11.00.00.123456;2021-07-01-12.00.00.123999;U;BS_GENERAL          ;{"TABLE":"POSTDISTRIKT ","DATA": {"POSTD_NR":"197","LANDE_KODE_CHA_2":"TT","POSTD_ADR":"TORSHAVN","POSTD_SAEK_NR":100,"OPDAT_TID":"1996-09-11-15.54.05.142262","USERID":"    U082"}}
2021-07-01-11.00.00.123456;2021-07-01-12.00.00.123999;U;BS_GENERAL          ;{"TABLE":"POSTDISTRIKT ","DATA": {"POSTD_NR":"198","LANDE_KODE_CHA_2":"TT","POSTD_ADR":"TORSHAVN","POSTD_SAEK_NR":100,"OPDAT_TID":"1996-09-11-15.54.05.142262","USERID":"    U082"}}
2021-07-01-11.00.00.123456;2021-07-01-12.00.00.123999;U;BS_GENERAL          ;{"TABLE":"POSTDISTRIKT ","DATA": {"POSTD_NR":"199","LANDE_KODE_CHA_2":"TT","POSTD_ADR":"TORSHAVN","POSTD_SAEK_NR":100,"OPDAT_TID":"1996-09-11-15.54.05.142262","USERID":"    U082"}}
2021-07-01-11.00.00.123456;2021-07-01-12.00.00.123999;U;BS_GENERAL          ;{"TABLE":"POSTDISTRIKT ","DATA": {"POSTD_NR":"200","LANDE_KODE_CHA_2":"TT","POSTD_ADR":"TORSHAVN","POSTD_SAEK_NR":100,"OPDAT_TID":"1996-09-11-15.54.05.142262","USERID":"    U082"}}
2021-07-01-11.00.00.123456;2021-07-01-12.00.00.123999;U;BS_GENERAL          ;{"TABLE":"POSTDISTRIKT ","DATA": {"POSTD_NR":"201","LANDE_KODE_CHA_2":"TT","POSTD_ADR":"TORSHAVN","POSTD_SAEK_NR":100,"OPDAT_TID":"1996-09-11-15.54.05.142262","USERID":"    U082"}}
2021-07-01-11.00.00.123456;2021-07-01-12.00.00.123999;U;BS_GENERAL          ;{"TABLE":"POSTDISTRIKT ","DATA": {"POSTD_NR":"202","LANDE_KODE_CHA_2":"TT","POSTD_ADR":"TORSHAVN","POSTD_SAEK_NR":100,"OPDAT_TID":"1996-09-11-15.54.05.142262","USERID":"    U082"}}
2021-07-01-11.00.00.123456;2021-07-01-12.00.00.123999;U;BS_GENERAL          ;{"TABLE":"POSTDISTRIKT ","DATA": {"POSTD_NR":"203","LANDE_KODE_CHA_2":"TT","POSTD_ADR":"TORSHAVN","POSTD_SAEK_NR":100,"OPDAT_TID":"1996-09-11-15.54.05.142262","USERID":"    U082"}}
2021-07-01-11.00.00.123456;2021-07-01-12.00.00.123999;U;BS_GENERAL          ;{"TABLE":"POSTDISTRIKT ","DATA": {"POSTD_NR":"204","LANDE_KODE_CHA_2":"TT","POSTD_ADR":"TORSHAVN","POSTD_SAEK_NR":100,"OPDAT_TID":"1996-09-11-15.54.05.142262","USERID":"    U082"}}
2021-07-01-11.00.00.123456;2021-07-01-12.00.00.123999;U;BS_GENERAL          ;{"TABLE":"POSTDISTRIKT ","DATA": {"POSTD_NR":"205","LANDE_KODE_CHA_2":"TT","POSTD_ADR":"TORSHAVN","POSTD_SAEK_NR":100,"OPDAT_TID":"1996-09-11-15.54.05.142262","USERID":"    U082"}}
2021-07-01-11.00.00.123456;2021-07-01-12.00.00.123999;U;BS_GENERAL          ;{"TABLE":"POSTDISTRIKT ","DATA": {"POSTD_NR":"206","LANDE_KODE_CHA_2":"TT","POSTD_ADR":"TORSHAVN","POSTD_SAEK_NR":100,"OPDAT_TID":"1996-09-11-15.54.05.142262","USERID":"    U082"}}
2021-07-01-11.00.00.123456;2021-07-01-12.00.00.123999;U;BS_GENERAL          ;{"TABLE":"POSTDISTRIKT ","DATA": {"POSTD_NR":"207","LANDE_KODE_CHA_2":"TT","POSTD_ADR":"TORSHAVN","POSTD_SAEK_NR":100,"OPDAT_TID":"1996-09-11-15.54.05.142262","USERID":"    U082"}}
2021-07-01-11.00.00.123456;2021-07-01-12.00.00.123999;U;BS_GENERAL          ;{"TABLE":"POSTDISTRIKT ","DATA": {"POSTD_NR":"208","LANDE_KODE_CHA_2":"TT","POSTD_ADR":"TORSHAVN","POSTD_SAEK_NR":100,"OPDAT_TID":"1996-09-11-15.54.05.142262","USERID":"    U082"}}
2021-07-01-11.00.00.123456;2021-07-01-12.00.00.123999;U;BS_GENERAL          ;{"TABLE":"POSTDISTRIKT ","DATA": {"POSTD_NR":"209","LANDE_KODE_CHA_2":"TT","POSTD_ADR":"TORSHAVN","POSTD_SAEK_NR":100,"OPDAT_TID":"1996-09-11-15.54.05.142262","USERID":"    U082"}}
2021-07-01-11.00.00.123456;2021-07-01-12.00.00.123999;U;BS_GENERAL          ;{"TABLE":"POSTDISTRIKT ","DATA": {"POSTD_NR":"210","LANDE_KODE_CHA_2":"TT","POSTD_ADR":"TORSHAVN","POSTD_SAEK_NR":100,"OPDAT_TID":"1996-09-11-15.54.05.142262","USERID":"    U082"}}
2021-07-01-11.00.00.123456;2021-07-01-12.00.00.123999;U;BS_GENERAL          ;{"TABLE":"POSTDISTRIKT ","DATA": {"POSTD_NR":"211","LANDE_KODE_CHA_2":"TT","POSTD_ADR":"TORSHAVN","POSTD_SAEK_NR":100,"OPDAT_TID":"1996-09-11-15.54.05.142262","USERID":"    U082"}}
2021-07-01-11.00.00.123456;2021-07-01-12.00.00.123999;U;BS_GENERAL          ;{"TABLE":"POSTDISTRIKT ","DATA": {"POSTD_NR":"212","LANDE_KODE_CHA_2":"TT","POSTD_ADR":"TORSHAVN","POSTD_SAEK_NR":100,"OPDAT_TID":"1996-09-11-15.54.05.142262","USERID":"    U082"}}
2021-07-01-11.00.00.123456;2021-07-01-12.00.00.123999;U;BS_GENERAL          ;{"TABLE":"POSTDISTRIKT ","DATA": {"POSTD_NR":"213","LANDE_KODE_CHA_2":"TT","POSTD_ADR":"TORSHAVN","POSTD_SAEK_NR":100,"OPDAT_TID":"1996-09-11-15.54.05.142262","USERID":"    U082"}}
2021-07-01-11.00.00.123456;2021-07-01-12.00.00.123999;U;BS_GENERAL          ;{"TABLE":"POSTDISTRIKT ","DATA": {"POSTD_NR":"214","LANDE_KODE_CHA_2":"TT","POSTD_ADR":"TORSHAVN","POSTD_SAEK_NR":100,"OPDAT_TID":"1996-09-11-15.54.05.142262","USERID":"    U082"}}
2021-07-01-11.00.00.123456;2021-07-01-12.00.00.123999;U;BS_GENERAL          ;{"TABLE":"POSTDISTRIKT ","DATA": {"POSTD_NR":"215","LANDE_KODE_CHA_2":"TT","POSTD_ADR":"TORSHAVN","POSTD_SAEK_NR":100,"OPDAT_TID":"1996-09-11-15.54.05.142262","USERID":"    U082"}}
2021-07-01-11.00.00.123456;2021-07-01-12.00.00.123999;U;BS_GENERAL          ;{"TABLE":"POSTDISTRIKT ","DATA": {"POSTD_NR":"216","LANDE_KODE_CHA_2":"TT","POSTD_ADR":"TORSHAVN","POSTD_SAEK_NR":100,"OPDAT_TID":"1996-09-11-15.54.05.142262","USERID":"    U082"}}
2021-07-01-11.00.00.123456;2021-07-01-12.00.00.123999;U;BS_GENERAL          ;{"TABLE":"POSTDISTRIKT ","DATA": {"POSTD_NR":"217","LANDE_KODE_CHA_2":"TT","POSTD_ADR":"TORSHAVN","POSTD_SAEK_NR":100,"OPDAT_TID":"1996-09-11-15.54.05.142262","USERID":"    U082"}}
2021-07-01-11.00.00.123456;2021-07-01-12.00.00.123999;U;BS_GENERAL          ;{"TABLE":"POSTDISTRIKT ","DATA": {"POSTD_NR":"218","LANDE_KODE_CHA_2":"TT","POSTD_ADR":"TORSHAVN","POSTD_SAEK_NR":100,"OPDAT_TID":"1996-09-11-15.54.05.142262","USERID":"    U082"}}
2021-07-01-11.00.00.123456;2021-07-01-12.00.00.123999;U;BS_GENERAL          ;{"TABLE":"POSTDISTRIKT ","DATA": {"POSTD_NR":"219","LANDE_KODE_CHA_2":"TT","POSTD_ADR":"TORSHAVN","POSTD_SAEK_NR":100,"OPDAT_TID":"1996-09-11-15.54.05.142262","USERID":"    U082"}}
2021-07-01-11.00.00.123456;2021-07-01-12.00.00.123999;U;BS_GENERAL          ;{"TABLE":"POSTDISTRIKT ","DATA": {"POSTD_NR":"220","LANDE_KODE_CHA_2":"TT","POSTD_ADR":"TORSHAVN","POSTD_SAEK_NR":100,"OPDAT_TID":"1996-09-11-15.54.05.142262","USERID":"    U082"}}
2021-07-01-11.00.00.123456;2021-07-01-12.00.00.123999;U;BS_GENERAL          ;{"TABLE":"POSTDISTRIKT ","DATA": {"POSTD_NR":"221","LANDE_KODE_CHA_2":"TT","POSTD_ADR":"TORSHAVN","POSTD_SAEK_NR":100,"OPDAT_TID":"1996-09-11-15.54.05.142262","USERID":"    U082"}}
2021-07-01-11.00.00.123456;2021-07-01-12.00.00.123999;U;BS_GENERAL          ;{"TABLE":"POSTDISTRIKT ","DATA": {"POSTD_NR":"222","LANDE_KODE_CHA_2":"TT","POSTD_ADR":"TORSHAVN","POSTD_SAEK_NR":100,"OPDAT_TID":"1996-09-11-15.54.05.142262","USERID":"    U082"}}
2021-07-01-11.00.00.123456;2021-07-01-12.00.00.123999;U;BS_GENERAL          ;{"TABLE":"POSTDISTRIKT ","DATA": {"POSTD_NR":"223","LANDE_KODE_CHA_2":"TT","POSTD_ADR":"TORSHAVN","POSTD_SAEK_NR":100,"OPDAT_TID":"1996-09-11-15.54.05.142262","USERID":"    U082"}}
2021-07-01-11.00.00.123456;2021-07-01-12.00.00.123999;U;BS_GENERAL          ;{"TABLE":"POSTDISTRIKT ","DATA": {"POSTD_NR":"224","LANDE_KODE_CHA_2":"TT","POSTD_ADR":"TORSHAVN","POSTD_SAEK_NR":100,"OPDAT_TID":"1996-09-11-15.54.05.142262","USERID":"    U082"}}
2021-07-01-11.00.00.123456;2021-07-01-12.00.00.123999;U;BS_GENERAL          ;{"TABLE":"POSTDISTRIKT ","DATA": {"POSTD_NR":"225","LANDE_KODE_CHA_2":"TT","POSTD_ADR":"TORSHAVN","POSTD_SAEK_NR":100,"OPDAT_TID":"1996-09-11-15.54.05.142262","USERID":"    U082"}}
2021-07-01-11.00.00.123456;2021-07-01-12.00.00.123999;U;BS_GENERAL          ;{"TABLE":"POSTDISTRIKT ","DATA": {"POSTD_NR":"226","LANDE_KODE_CHA_2":"TT","POSTD_ADR":"TORSHAVN","POSTD_SAEK_NR":100,"OPDAT_TID":"1996-09-11-15.54.05.142262","USERID":"    U082"}}
2021-07-01-11.00.00.123456;2021-07-01-12.00.00.123999;U;BS_GENERAL          ;{"TABLE":"POSTDISTRIKT ","DATA": {"POSTD_NR":"227","LANDE_KODE_CHA_2":"TT","POSTD_ADR":"TORSHAVN","POSTD_SAEK_NR":100,"OPDAT_TID":"1996-09-11-15.54.05.142262","USERID":"    U082"}}
2021-07-01-11.00.00.123456;2021-07-01-12.00.00.123999;U;BS_GENERAL          ;{"TABLE":"POSTDISTRIKT ","DATA": {"POSTD_NR":"228","LANDE_KODE_CHA_2":"TT","POSTD_ADR":"TORSHAVN","POSTD_SAEK_NR":100,"OPDAT_TID":"1996-09-11-15.54.05.142262","USERID":"    U082"}}
2021-07-01-11.00.00.123456;2021-07-01-12.00.00.123999;U;BS_GENERAL          ;{"TABLE":"POSTDISTRIKT ","DATA": {"POSTD_NR":"229","LANDE_KODE_CHA_2":"TT","POSTD_ADR":"TORSHAVN","POSTD_SAEK_NR":100,"OPDAT_TID":"1996-09-11-15.54.05.142262","USERID":"    U082"}}
2021-07-01-11.00.00.123456;2021-07-01-12.00.00.123999;U;BS_GENERAL          ;{"TABLE":"POSTDISTRIKT ","DATA": {"POSTD_NR":"230","LANDE_KODE_CHA_2":"TT","POSTD_ADR":"TORSHAVN","POSTD_SAEK_NR":100,"OPDAT_TID":"1996-09-11-15.54.05.142262","USERID":"    U082"}}
2021-07-01-11.00.00.123456;2021-07-01-12.00.00.123999;U;BS_GENERAL          ;{"TABLE":"POSTDISTRIKT ","DATA": {"POSTD_NR":"231","LANDE_KODE_CHA_2":"TT","POSTD_ADR":"TORSHAVN","POSTD_SAEK_NR":100,"OPDAT_TID":"1996-09-11-15.54.05.142262","USERID":"    U082"}}
2021-07-01-11.00.00.123456;2021-07-01-12.00.00.123999;U;BS_GENERAL          ;{"TABLE":"POSTDISTRIKT ","DATA": {"POSTD_NR":"232","LANDE_KODE_CHA_2":"TT","POSTD_ADR":"TORSHAVN","POSTD_SAEK_NR":100,"OPDAT_TID":"1996-09-11-15.54.05.142262","USERID":"    U082"}}
2021-07-01-11.00.00.123456;2021-07-01-12.00.00.123999;U;BS_GENERAL          ;{"TABLE":"POSTDISTRIKT ","DATA": {"POSTD_NR":"233","LANDE_KODE_CHA_2":"TT","POSTD_ADR":"TORSHAVN","POSTD_SAEK_NR":100,"OPDAT_TID":"1996-09-11-15.54.05.142262","USERID":"    U082"}}
2021-07-01-11.00.00.123456;2021-07-01-12.00.00.123999;U;BS_GENERAL          ;{"TABLE":"POSTDISTRIKT ","DATA": {"POSTD_NR":"234","LANDE_KODE_CHA_2":"TT","POSTD_ADR":"TORSHAVN","POSTD_SAEK_NR":100,"OPDAT_TID":"1996-09-11-15.54.05.142262","USERID":"    U082"}}
2021-07-01-11.00.00.123456;2021-07-01-12.00.00.123999;U;BS_GENERAL          ;{"TABLE":"POSTDISTRIKT ","DATA": {"POSTD_NR":"235","LANDE_KODE_CHA_2":"TT","POSTD_ADR":"TORSHAVN","POSTD_SAEK_NR":100,"OPDAT_TID":"1996-09-11-15.54.05.142262","USERID":"    U082"}}
2021-07-01-11.00.00.123456;2021-07-01-12.00.00.123999;U;BS_GENERAL          ;{"TABLE":"POSTDISTRIKT ","DATA": {"POSTD_NR":"236","LANDE_KODE_CHA_2":"TT","POSTD_ADR":"TORSHAVN","POSTD_SAEK_NR":100,"OPDAT_TID":"1996-09-11-15.54.05.142262","USERID":"    U082"}}
2021-07-01-11.00.00.123456;2021-07-01-12.00.00.123999;U;BS_GENERAL          ;{"TABLE":"POSTDISTRIKT ","DATA": {"POSTD_NR":"237","LANDE_KODE_CHA_2":"TT","POSTD_ADR":"TORSHAVN","POSTD_SAEK_NR":100,"OPDAT_TID":"1996-09-11-15.54.05.142262","USERID":"    U082"}}
2021-07-01-11.00.00.123456;2021-07-01-12.00.00.123999;U;BS_GENERAL          ;{"TABLE":"POSTDISTRIKT ","DATA": {"POSTD_NR":"238","LANDE_KODE_CHA_2":"TT","POSTD_ADR":"TORSHAVN","POSTD_SAEK_NR":100,"OPDAT_TID":"1996-09-11-15.54.05.142262","USERID":"    U082"}}
2021-07-01-11.00.00.123456;2021-07-01-12.00.00.123999;U;BS_GENERAL          ;{"TABLE":"POSTDISTRIKT ","DATA": {"POSTD_NR":"239","LANDE_KODE_CHA_2":"TT","POSTD_ADR":"TORSHAVN","POSTD_SAEK_NR":100,"OPDAT_TID":"1996-09-11-15.54.05.142262","USERID":"    U082"}}
2021-07-01-11.00.00.123456;2021-07-01-12.00.00.123999;U;BS_GENERAL          ;{"TABLE":"POSTDISTRIKT ","DATA": {"POSTD_NR":"240","LANDE_KODE_CHA_2":"TT","POSTD_ADR":"TORSHAVN","POSTD_SAEK_NR":100,"OPDAT_TID":"1996-09-11-15.54.05.142262","USERID":"    U082"}}
2021-07-01-11.00.00.123456;2021-07-01-12.00.00.123999;U;BS_GENERAL          ;{"TABLE":"POSTDISTRIKT ","DATA": {"POSTD_NR":"241","LANDE_KODE_CHA_2":"TT","POSTD_ADR":"TORSHAVN","POSTD_SAEK_NR":100,"OPDAT_TID":"1996-09-11-15.54.05.142262","USERID":"    U082"}}
2021-07-01-11.00.00.123456;2021-07-01-12.00.00.123999;U;BS_GENERAL          ;{"TABLE":"POSTDISTRIKT ","DATA": {"POSTD_NR":"242","LANDE_KODE_CHA_2":"TT","POSTD_ADR":"TORSHAVN","POSTD_SAEK_NR":100,"OPDAT_TID":"1996-09-11-15.54.05.142262","USERID":"    U082"}}
2021-07-01-11.00.00.123456;2021-07-01-12.00.00.123999;U;BS_GENERAL          ;{"TABLE":"POSTDISTRIKT ","DATA": {"POSTD_NR":"243","LANDE_KODE_CHA_2":"TT","POSTD_ADR":"TORSHAVN","POSTD_SAEK_NR":100,"OPDAT_TID":"1996-09-11-15.54.05.142262","USERID":"    U082"}}
2021-07-01-11.00.00.123456;2021-07-01-12.00.00.123999;U;BS_GENERAL          ;{"TABLE":"POSTDISTRIKT ","DATA": {"POSTD_NR":"244","LANDE_KODE_CHA_2":"TT","POSTD_ADR":"TORSHAVN","POSTD_SAEK_NR":100,"OPDAT_TID":"1996-09-11-15.54.05.142262","USERID":"    U082"}}
2021-07-01-11.00.00.123456;2021-07-01-12.00.00.123999;U;BS_GENERAL          ;{"TABLE":"POSTDISTRIKT ","DATA": {"POSTD_NR":"245","LANDE_KODE_CHA_2":"TT","POSTD_ADR":"TORSHAVN","POSTD_SAEK_NR":100,"OPDAT_TID":"1996-09-11-15.54.05.142262","USERID":"    U082"}}
2021-07-01-11.00.00.123456;2021-07-01-12.00.00.123999;U;BS_GENERAL          ;{"TABLE":"POSTDISTRIKT ","DATA": {"POSTD_NR":"246","LANDE_KODE_CHA_2":"TT","POSTD_ADR":"TORSHAVN","POSTD_SAEK_NR":100,"OPDAT_TID":"1996-09-11-15.54.05.142262","USERID":"    U082"}}
2021-07-01-11.00.00.123456;2021-07-01-12.00.00.123999;U;BS_GENERAL          ;{"TABLE":"POSTDISTRIKT ","DATA": {"POSTD_NR":"247","LANDE_KODE_CHA_2":"TT","POSTD_ADR":"TORSHAVN","POSTD_SAEK_NR":100,"OPDAT_TID":"1996-09-11-15.54.05.142262","USERID":"    U082"}}
2021-07-01-11.00.00.123456;2021-07-01-12.00.00.123999;U;BS_GENERAL          ;{"TABLE":"POSTDISTRIKT ","DATA": {"POSTD_NR":"248","LANDE_KODE_CHA_2":"TT","POSTD_ADR":"TORSHAVN","POSTD_SAEK_NR":100,"OPDAT_TID":"1996-09-11-15.54.05.142262","USERID":"    U082"}}
2021-07-01-11.00.00.123456;2021-07-01-12.00.00.123999;U;BS_GENERAL          ;{"TABLE":"POSTDISTRIKT ","DATA": {"POSTD_NR":"249","LANDE_KODE_CHA_2":"TT","POSTD_ADR":"TORSHAVN","POSTD_SAEK_NR":100,"OPDAT_TID":"1996-09-11-15.54.05.142262","USERID":"    U082"}}
2021-07-01-11.00.00.123456;2021-07-01-12.00.00.123999;U;BS_GENERAL          ;{"TABLE":"POSTDISTRIKT ","DATA": {"POSTD_NR":"250","LANDE_KODE_CHA_2":"TT","POSTD_ADR":"TORSHAVN","POSTD_SAEK_NR":100,"OPDAT_TID":"1996-09-11-15.54.05.142262","USERID":"    U082"}}
2021-07-01-11.00.00.123456;2021-07-01-12.00.00.123999;U;BS_GENERAL          ;{"TABLE":"POSTDISTRIKT ","DATA": {"POSTD_NR":"251","LANDE_KODE_CHA_2":"TT","POSTD_ADR":"TORSHAVN","POSTD_SAEK_NR":100,"OPDAT_TID":"1996-09-11-15.54.05.142262","USERID":"    U082"}}
2021-07-01-11.00.00.123456;2021-07-01-12.00.00.123999;U;BS_GENERAL          ;{"TABLE":"POSTDISTRIKT ","DATA": {"POSTD_NR":"252","LANDE_KODE_CHA_2":"TT","POSTD_ADR":"TORSHAVN","POSTD_SAEK_NR":100,"OPDAT_TID":"1996-09-11-15.54.05.142262","USERID":"    U082"}}
2021-07-01-11.00.00.123456;2021-07-01-12.00.00.123999;U;BS_GENERAL          ;{"TABLE":"POSTDISTRIKT ","DATA": {"POSTD_NR":"253","LANDE_KODE_CHA_2":"TT","POSTD_ADR":"TORSHAVN","POSTD_SAEK_NR":100,"OPDAT_TID":"1996-09-11-15.54.05.142262","USERID":"    U082"}}
2021-07-01-11.00.00.123456;2021-07-01-12.00.00.123999;U;BS_GENERAL          ;{"TABLE":"POSTDISTRIKT ","DATA": {"POSTD_NR":"254","LANDE_KODE_CHA_2":"TT","POSTD_ADR":"TORSHAVN","POSTD_SAEK_NR":100,"OPDAT_TID":"1996-09-11-15.54.05.142262","USERID":"    U082"}}
2021-07-01-11.00.00.123456;2021-07-01-12.00.00.123999;U;BS_GENERAL          ;{"TABLE":"POSTDISTRIKT ","DATA": {"POSTD_NR":"255","LANDE_KODE_CHA_2":"TT","POSTD_ADR":"TORSHAVN","POSTD_SAEK_NR":100,"OPDAT_TID":"1996-09-11-15.54.05.142262","USERID":"    U082"}}
2021-07-01-11.00.00.123456;2021-07-01-12.00.00.123999;U;BS_GENERAL          ;{"TABLE":"POSTDISTRIKT ","DATA": {"POSTD_NR":"256","LANDE_KODE_CHA_2":"TT","POSTD_ADR":"TORSHAVN","POSTD_SAEK_NR":100,"OPDAT_TID":"1996-09-11-15.54.05.142262","USERID":"    U082"}}
2021-07-01-11.00.00.123456;2021-07-01-12.00.00.123999;U;BS_GENERAL          ;{"TABLE":"POSTDISTRIKT ","DATA": {"POSTD_NR":"257","LANDE_KODE_CHA_2":"TT","POSTD_ADR":"TORSHAVN","POSTD_SAEK_NR":100,"OPDAT_TID":"1996-09-11-15.54.05.142262","USERID":"    U082"}}
2021-07-01-11.00.00.123456;2021-07-01-12.00.00.123999;U;BS_GENERAL          ;{"TABLE":"POSTDISTRIKT ","DATA": {"POSTD_NR":"258","LANDE_KODE_CHA_2":"TT","POSTD_ADR":"TORSHAVN","POSTD_SAEK_NR":100,"OPDAT_TID":"1996-09-11-15.54.05.142262","USERID":"    U082"}}
2021-07-01-11.00.00.123456;2021-07-01-12.00.00.123999;U;BS_GENERAL          ;{"TABLE":"POSTDISTRIKT ","DATA": {"POSTD_NR":"259","LANDE_KODE_CHA_2":"TT","POSTD_ADR":"TORSHAVN","POSTD_SAEK_NR":100,"OPDAT_TID":"1996-09-11-15.54.05.142262","USERID":"    U082"}}
2021-07-01-11.00.00.123456;2021-07-01-12.00.00.123999;U;BS_GENERAL          ;{"TABLE":"POSTDISTRIKT ","DATA": {"POSTD_NR":"260","LANDE_KODE_CHA_2":"TT","POSTD_ADR":"TORSHAVN","POSTD_SAEK_NR":100,"OPDAT_TID":"1996-09-11-15.54.05.142262","USERID":"    U082"}}
2021-07-01-11.00.00.123456;2021-07-01-12.00.00.123999;U;BS_GENERAL          ;{"TABLE":"POSTDISTRIKT ","DATA": {"POSTD_NR":"261","LANDE_KODE_CHA_2":"TT","POSTD_ADR":"TORSHAVN","POSTD_SAEK_NR":100,"OPDAT_TID":"1996-09-11-15.54.05.142262","USERID":"    U082"}}
2021-07-01-11.00.00.123456;2021-07-01-12.00.00.123999;U;BS_GENERAL          ;{"TABLE":"POSTDISTRIKT ","DATA": {"POSTD_NR":"262","LANDE_KODE_CHA_2":"TT","POSTD_ADR":"TORSHAVN","POSTD_SAEK_NR":100,"OPDAT_TID":"1996-09-11-15.54.05.142262","USERID":"    U082"}}
2021-07-01-11.00.00.123456;2021-07-01-12.00.00.123999;U;BS_GENERAL          ;{"TABLE":"POSTDISTRIKT ","DATA": {"POSTD_NR":"263","LANDE_KODE_CHA_2":"TT","POSTD_ADR":"TORSHAVN","POSTD_SAEK_NR":100,"OPDAT_TID":"1996-09-11-15.54.05.142262","USERID":"    U082"}}
2021-07-01-11.00.00.123456;2021-07-01-12.00.00.123999;U;BS_GENERAL          ;{"TABLE":"POSTDISTRIKT ","DATA": {"POSTD_NR":"264","LANDE_KODE_CHA_2":"TT","POSTD_ADR":"TORSHAVN","POSTD_SAEK_NR":100,"OPDAT_TID":"1996-09-11-15.54.05.142262","USERID":"    U082"}}
2021-07-01-11.00.00.123456;2021-07-01-12.00.00.123999;U;BS_GENERAL          ;{"TABLE":"POSTDISTRIKT ","DATA": {"POSTD_NR":"265","LANDE_KODE_CHA_2":"TT","POSTD_ADR":"TORSHAVN","POSTD_SAEK_NR":100,"OPDAT_TID":"1996-09-11-15.54.05.142262","USERID":"    U082"}}
2021-07-01-11.00.00.123456;2021-07-01-12.00.00.123999;U;BS_GENERAL          ;{"TABLE":"POSTDISTRIKT ","DATA": {"POSTD_NR":"266","LANDE_KODE_CHA_2":"TT","POSTD_ADR":"TORSHAVN","POSTD_SAEK_NR":100,"OPDAT_TID":"1996-09-11-15.54.05.142262","USERID":"    U082"}}
